"Name","OptionId","AttributeType","OptionGradeRate01","OptionGradeRate02","OptionGradeRate03","OptionGradeRate04","OptionGradeRate05","OptionGradeRate06","OptionGradeRate07","OptionGradeRate08","OptionGradeRate09","OptionGradeRate10","OptionGradeValue01","OptionGradeValue02","OptionGradeValue03","OptionGradeValue04","OptionGradeValue05","OptionGradeValue06","OptionGradeValue07","OptionGradeValue08","OptionGradeValue09","OptionGradeValue10","OptionGradeValue11","OptionGradeValue12","OptionGradeValue13","OptionGradeValue14","OptionGradeValue15","OptionGradeValue16","OptionGradeValue17","OptionGradeValue18","OptionGradeValue19","OptionGradeValue20","OptionGradeValue21","OptionGradeValue22","OptionGradeValue23","OptionGradeValue24","OptionGradeValue25","OptionGradeValue26","OptionGradeValue27","OptionGradeValue28","OptionGradeValue29","OptionGradeValue30","OptionGradeValue31","OptionGradeValue32","OptionGradeValue33","OptionGradeValue34","OptionGradeValue35","OptionGradeValue36","OptionGradeValue37","OptionGradeValue38","OptionGradeValue39","OptionGradeValue40","OptionGradeValue41","OptionGradeValue42","OptionGradeValue43","OptionGradeValue44","OptionGradeValue45","OptionGradeValue46","OptionGradeValue47","OptionGradeValue48","OptionGradeValue49","OptionGradeValue50","AttributeGrade"
"873","873","28","800","2000","1600","1000","400","2000","2200","0","0","0","26","26","26","26","26","18","18","18","18","18","22","22","22","22","22","24","24","24","24","24","32","32","32","32","32","11","11","11","11","11","14","14","14","14","14","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","0"
"874","874","29","800","2000","1600","1000","400","2000","2200","0","0","0","26","26","26","26","26","18","18","18","18","18","22","22","22","22","22","24","24","24","24","24","32","32","32","32","32","11","11","11","11","11","14","14","14","14","14","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","0"
"875","875","30","800","2000","1600","1000","400","2000","2200","0","0","0","36","36","36","36","36","25","25","25","25","25","29","29","29","29","29","32","32","32","32","32","43","43","43","43","43","14","14","14","14","14","19","19","19","19","19","36","36","36","36","36","36","36","36","36","36","36","36","36","36","36","0"
"876","876","31","800","2000","1600","1000","400","2000","2200","0","0","0","36","36","36","36","36","25","25","25","25","25","29","29","29","29","29","32","32","32","32","32","43","43","43","43","43","14","14","14","14","14","19","19","19","19","19","36","36","36","36","36","36","36","36","36","36","36","36","36","36","36","0"
"877","877","32","800","2000","1600","1000","400","2000","2200","0","0","0","108","108","108","108","108","76","76","76","76","76","86","86","86","86","86","97","97","97","97","97","130","130","130","130","130","43","43","43","43","43","59","59","59","59","59","108","108","108","108","108","108","108","108","108","108","108","108","108","108","108","0"
"878","878","33","800","2000","1600","1000","400","2000","2200","0","0","0","108","108","108","108","108","76","76","76","76","76","86","86","86","86","86","97","97","97","97","97","130","130","130","130","130","43","43","43","43","43","59","59","59","59","59","108","108","108","108","108","108","108","108","108","108","108","108","108","108","108","0"
"879","879","34","800","2000","1600","1000","400","2000","2200","0","0","0","144","144","144","144","144","101","101","101","101","101","115","115","115","115","115","130","130","130","130","130","173","173","173","173","173","58","58","58","58","58","79","79","79","79","79","144","144","144","144","144","144","144","144","144","144","144","144","144","144","144","0"
"880","880","35","800","2000","1600","1000","400","2000","2200","0","0","0","144","144","144","144","144","101","101","101","101","101","115","115","115","115","115","130","130","130","130","130","173","173","173","173","173","58","58","58","58","58","79","79","79","79","79","144","144","144","144","144","144","144","144","144","144","144","144","144","144","144","0"
"881","881","38","800","2000","1600","1000","400","2000","2200","0","0","0","36","36","36","36","36","25","25","25","25","25","29","29","29","29","29","32","32","32","32","32","43","43","43","43","43","14","14","14","14","14","19","19","19","19","19","36","36","36","36","36","36","36","36","36","36","36","36","36","36","36","0"
"882","882","39","800","2000","1600","1000","400","2000","2200","0","0","0","36","36","36","36","36","25","25","25","25","25","29","29","29","29","29","32","32","32","32","32","43","43","43","43","43","14","14","14","14","14","19","19","19","19","19","36","36","36","36","36","36","36","36","36","36","36","36","36","36","36","0"
"883","883","40","800","2000","1600","1000","400","2000","2200","0","0","0","36","36","36","36","36","25","25","25","25","25","29","29","29","29","29","32","32","32","32","32","43","43","43","43","43","14","14","14","14","14","19","19","19","19","19","36","36","36","36","36","36","36","36","36","36","36","36","36","36","36","0"
"884","884","41","800","2000","1600","1000","400","2000","2200","0","0","0","54","54","54","54","54","37","37","37","37","37","43","43","43","43","43","48","48","48","48","48","65","65","65","65","65","22","22","22","22","22","29","29","29","29","29","54","54","54","54","54","54","54","54","54","54","54","54","54","54","54","0"
"885","885","42","800","2000","1600","1000","400","2000","2200","0","0","0","36","36","36","36","36","25","25","25","25","25","29","29","29","29","29","32","32","32","32","32","43","43","43","43","43","14","14","14","14","14","19","19","19","19","19","36","36","36","36","36","36","36","36","36","36","36","36","36","36","36","0"
"886","886","43","800","2000","1600","1000","400","2000","2200","0","0","0","54","54","54","54","54","37","37","37","37","37","43","43","43","43","43","48","48","48","48","48","65","65","65","65","65","22","22","22","22","22","29","29","29","29","29","54","54","54","54","54","54","54","54","54","54","54","54","54","54","54","0"
"887","887","44","800","2000","1600","1000","400","2000","2200","0","0","0","44","44","44","44","44","31","31","31","31","31","36","36","36","36","36","40","40","40","40","40","54","54","54","54","54","18","18","18","18","18","24","24","24","24","24","44","44","44","44","44","44","44","44","44","44","44","44","44","44","44","0"
"888","888","45","800","2000","1600","1000","400","2000","2200","0","0","0","44","44","44","44","44","31","31","31","31","31","36","36","36","36","36","40","40","40","40","40","54","54","54","54","54","18","18","18","18","18","24","24","24","24","24","44","44","44","44","44","44","44","44","44","44","44","44","44","44","44","0"
"889","889","46","800","2000","1600","1000","400","2000","2200","0","0","0","26","26","26","26","26","18","18","18","18","18","22","22","22","22","22","24","24","24","24","24","32","32","32","32","32","11","11","11","11","11","14","14","14","14","14","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","0"
"890","890","47","800","2000","1600","1000","400","2000","2200","0","0","0","26","26","26","26","26","18","18","18","18","18","22","22","22","22","22","24","24","24","24","24","32","32","32","32","32","11","11","11","11","11","14","14","14","14","14","26","26","26","26","26","26","26","26","26","26","26","26","26","26","26","0"
"891","891","91","800","2000","1600","1000","400","2000","2200","0","0","0","900","900","900","900","900","630","630","630","630","630","720","720","720","720","720","810","810","810","810","810","1080","1080","1080","1080","1080","360","360","360","360","360","494","494","494","494","494","900","900","900","900","900","900","900","900","900","900","900","900","900","900","900","0"
"892","892","92","800","2000","1600","1000","400","2000","2200","0","0","0","900","900","900","900","900","630","630","630","630","630","720","720","720","720","720","810","810","810","810","810","1080","1080","1080","1080","1080","360","360","360","360","360","494","494","494","494","494","900","900","900","900","900","900","900","900","900","900","900","900","900","900","900","0"
"893","893","93","800","2000","1600","1000","400","2000","2200","0","0","0","900","900","900","900","900","630","630","630","630","630","720","720","720","720","720","810","810","810","810","810","1080","1080","1080","1080","1080","360","360","360","360","360","494","494","494","494","494","900","900","900","900","900","900","900","900","900","900","900","900","900","900","900","0"
"894","894","82","800","2000","1600","1000","400","2000","2200","0","0","0","600","600","600","600","600","420","420","420","420","420","480","480","480","480","480","540","540","540","540","540","720","720","720","720","720","240","240","240","240","240","330","330","330","330","330","600","600","600","600","600","600","600","600","600","600","600","600","600","600","600","0"
"895","895","87","800","2000","1600","1000","400","2000","2200","0","0","0","600","600","600","600","600","420","420","420","420","420","480","480","480","480","480","540","540","540","540","540","720","720","720","720","720","240","240","240","240","240","330","330","330","330","330","600","600","600","600","600","600","600","600","600","600","600","600","600","600","600","0"
"971","971","1","800","2000","1600","1000","400","2000","2200","0","0","0","1800","1800","1800","1800","1800","1260","1260","1260","1260","1260","1440","1440","1440","1440","1440","1620","1620","1620","1620","1620","2160","2160","2160","2160","2160","720","720","720","720","720","984","984","984","984","984","1800","1800","1800","1800","1800","1800","1800","1800","1800","1800","1800","1800","1800","1800","1800","0"
"972","972","6","800","2000","1600","1000","400","2000","2200","0","0","0","444","444","444","444","444","312","312","312","312","312","360","360","360","360","360","396","396","396","396","396","540","540","540","540","540","180","180","180","180","180","240","240","240","240","240","444","444","444","444","444","444","444","444","444","444","444","444","444","444","444","0"
"973","973","28","800","2000","1600","1000","400","2000","2200","0","0","0","54","54","54","54","54","37","37","37","37","37","43","43","43","43","43","48","48","48","48","48","65","65","65","65","65","22","22","22","22","22","29","29","29","29","29","54","54","54","54","54","54","54","54","54","54","54","54","54","54","54","0"
"974","974","29","800","2000","1600","1000","400","2000","2200","0","0","0","54","54","54","54","54","37","37","37","37","37","43","43","43","43","43","48","48","48","48","48","65","65","65","65","65","22","22","22","22","22","29","29","29","29","29","54","54","54","54","54","54","54","54","54","54","54","54","54","54","54","0"
"975","975","30","800","2000","1600","1000","400","2000","2200","0","0","0","72","72","72","72","72","50","50","50","50","50","58","58","58","58","58","65","65","65","65","65","86","86","86","86","86","29","29","29","29","29","40","40","40","40","40","72","72","72","72","72","72","72","72","72","72","72","72","72","72","72","0"
"976","976","31","800","2000","1600","1000","400","2000","2200","0","0","0","72","72","72","72","72","50","50","50","50","50","58","58","58","58","58","65","65","65","65","65","86","86","86","86","86","29","29","29","29","29","40","40","40","40","40","72","72","72","72","72","72","72","72","72","72","72","72","72","72","72","0"
"977","977","32","800","2000","1600","1000","400","2000","2200","0","0","0","216","216","216","216","216","151","151","151","151","151","173","173","173","173","173","194","194","194","194","194","259","259","259","259","259","86","86","86","86","86","119","119","119","119","119","216","216","216","216","216","216","216","216","216","216","216","216","216","216","216","0"
"978","978","33","800","2000","1600","1000","400","2000","2200","0","0","0","216","216","216","216","216","151","151","151","151","151","173","173","173","173","173","194","194","194","194","194","259","259","259","259","259","86","86","86","86","86","119","119","119","119","119","216","216","216","216","216","216","216","216","216","216","216","216","216","216","216","0"
"979","979","34","800","2000","1600","1000","400","2000","2200","0","0","0","288","288","288","288","288","202","202","202","202","202","230","230","230","230","230","259","259","259","259","259","346","346","346","346","346","115","115","115","115","115","158","158","158","158","158","288","288","288","288","288","288","288","288","288","288","288","288","288","288","288","0"
